1544015691 0 676 0
1544019367 847 676 0
1544019530 848 676 0
1544019750 848 676 0
1544020428 852 676 0
1544021314 853 676 0
1544024200 854 676 0
1544025564 856 676 0
1544025600 856 676 0
1544025613 856 676 0
1544025628 856 676 0
1544025657 1067 676 0
1544026051 1077 676 0
1544450310 1078 676 0
1544451095 1078 676 0
1544451105 1078 676 0
1544476602 1089 676 0
1544540056 1089 676 0
1545111040 1090 676 0
1545111199 1097 676 0
1546596971 1097 677 0
1546597167 1097 677 0
1546597177 1097 677 0
1546597243 1097 677 0
1547112405 1104 677 0
1547112449 1104 677 0
1547556406 1105 677 0
1547556451 1105 677 0
1549035299 1106 677 0
1549035787 1106 677 0
1549051139 1111 677 0
1549051172 1111 677 0
1550070427 1111 677 99
1550095510 1111 677 102
1550095803 1111 677 102
1550227048 1348 677 102
