1542133272 0 1
1542133500 777 1
1542135438 780 1
1542136199 781 1
1542137165 785 1
1542137328 786 1
1542137502 787 1
1542137855 788 1
1542144422 931 1
1542145169 941 1
1542145655 942 1
1542145970 955 1
1542146320 962 1
1542147674 962 1
1542180730 963 1
1545222191 1594 1
1545222329 1594 1
1545228456 1709 1
1545228717 1718 1
1545240300 1742 1
1545240341 1742 1
1546509363 1762 1
1546521125 1762 1
1546521147 1777 1
1546521178 1777 1
1546521218 1801 1
1546521238 1801 1
1546521314 1804 1
1546521660 1805 1
1546546222 1806 1
1546852093 1818 1
1546852131 1819 1
1546852185 1825 1
1546859282 1825 1
1546859291 1825 1
1546859301 1825 1
1546859363 1826 1
1547572905 1826 1
1547629895 1826 1
1549035544 1830 1
1549036346 1830 1
1549050791 2504 1
1550244166 2540 1
